,,CNL-1,CNL-1,CNL-1,CNL-1,CNL-1,CNL-1,CNL-1,CNL-1,CNL-1,CNL-1,CNL-1,CNL-1,CNL-1,CNL-1,CNL-1,CNL-1,CNL-1,CNL-1,CNL-10,CNL-10,CNL-10,CNL-10,CNL-10,CNL-10,CNL-10,CNL-10,CNL-10,CNL-10,CNL-10,CNL-11,CNL-11,CNL-11,CNL-11,CNL-11,CNL-11,CNL-11,CNL-11,CNL-11,CNL-11,CNL-11,CNL-11,CNL-11,CNL-11,CNL-12,CNL-12,CNL-12,CNL-13,CNL-13,CNL-13,CNL-13,CNL-13,CNL-13,CNL-16,CNL-16,CNL-16,CNL-16,CNL-2,CNL-2,CNL-3,CNL-3,CNL-3,CNL-3,CNL-3,CNL-3,CNL-3,CNL-3,CNL-3,CNL-4,CNL-4,CNL-4,CNL-4,CNL-4,CNL-5,CNL-5,CNL-5,CNL-5,CNL-5,CNL-5,CNL-5,CNL-5,CNL-5,CNL-5,CNL-5,CNL-5,CNL-5,CNL-6,CNL-6,CNL-6,CNL-6,CNL-8,CNL-8,CNL-8,CNL-8,CNL-8,CNL-RPW8,CNL-RPW8,CNL-RPW8,CNL-RPW8,CNL-RPW8,CNL-RPW8,CNL-RPW8,CNL-RPW8,CNL-RPW8,CNL-RPW8,CNL-RPW8,CNL-RPW8,CNL-RPW8,CNL-RPW8,CNL-RPW8,CNL-RPW8,CNL-RPW8,CNL-RPW8,CNL-RPW8,CNL-RPW8,CNL-RPW8,CNL-others,CNL-others,CNL-others,CNL-others,CNL-others,CNL-others,CNL-others,CNL-others,CNL-others,CNL-others,CNL-others,CNL-others,CNL-others,CNL-others,CNL13,CNL9,CNL9,CNL9,CNL9,CNL9,CNL9,CNL9,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,NRC0,NRC1,NRC2,NRC3,NRC4a,NRC4b,NRC4c,NRC5,NRC6,NRC7,NRCn,NRCs-others,NRCs-others,NRCs-others,NRCs-others,NRCs-others,NRCs-others,NRCs-others,NRCs-others,NRCs-others,TNL,TNL,TNL,TNL,TNL,TNL,TNL,TNL,TNL,TNL,TNL,TNL,TNL,TNL,TNL,TNL,TNL,TNL,TNL,TNL,TNL,TNL,TNL,TNL,TNL,TNL,TNL,TNL,TNL,TNL,TNL,TNL,TNL
CNL-3,Solyc07g049700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55945820,,,,,,,,,,,0,,,,,,,,,,,,,12592318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1372684,,,,,,,,,1384256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5799640,,,,,2213296,55937302,,,,,,,,,,,,,,,59554914,,,,,,,,,,3380602,3538024,,1165462,1183366,1194571,,,,,,,,,,,,,,,,,,,,,,,,
CNL-3,Solyc11g006630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8919416,55668,50853,,0,4952,,8917158,,,,,,,,,,,,,,,,,,,,,,,,,53957575,53319383,,53586183,,,,,,,,,,,,,,,,,,,791110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48965100,,32623768,50442357,52164999,53328778,53583936,53634643,53939025,5866816,54353830,54612514,,,,,50440477,,,,,,,,32678709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52637550,,,,,,,,,,,,,,,,,,,,,,,,,2924734,3152946,,,,48067281,,,2933526,
CNL-3,Solyc11g006640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8914464,60620,55805,,4952,0,,8912206,,,,,,,,,,,,,,,,,,,,,,,,,53952623,53314431,,53581231,,,,,,,,,,,,,,,,,,,786158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48960148,,32618816,50437405,52160047,53323826,53578984,53629691,53934073,5861864,54348878,54607562,,,,,50435525,,,,,,,,32673757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52632598,,,,,,,,,,,,,,,,,,,,,,,,,2919782,3147994,,,,48062329,,,2928574,
CNL-3,Solyc05g008070,,54668709,54972710,57533976,58955270,62326257,62333475,53229604,62339960,,,,,,,62613548,467781,,,,,,,1446828,1451086,1454349,,,,3538933,3532480,2238166,3415822,3409999,350843,355427,364455,529524,721056,,3875665,3838884,2381206,,,,,,,,,,,,,16961131,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53232459,23977133,20350472,452129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1322009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28869898,,,208972,1219415,1236783,,,,,
CNL-3,Solyc11g020080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2258,8972826,8968011,,8917158,8912206,,0,,,,,,,,,,,,,,,,,,,,,,,,,45040417,44402225,,44669025,,,,,,,,,,,,,,,,,,,8126048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40047942,,23706610,41525199,43247841,44411620,44666778,44717485,45021867,3050342,45436672,45695356,,,,,41523319,,,,,,,,23761551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43720392,,,,,,,,,,,,,,,,,,,,,,,,,5992424,5764212,,,,39150123,,,5983632,
CNL-3,Solyc10g051050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13379371,3838046,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,4896316,,8148242,5011826,4973374,,4944852,,,,,,,,,4865863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14122168,13617377,6889213,,,4749668,4718921,237513,,,46409241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49044554,,10866657,,,,,,,,,,49039872,,,,49033230,,,,,,,,,,,,,,,,,,,,46530341,,,,,,,,,,,,,,,,
CNL-4,Solyc09g092310,,,,,,,,,,,,,,,,,,,,,,,,,,,648649,607364,571289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,58301211,20595,12407,30397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15527833,71699700,9666664,10639459,,15520806,9656293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70662935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68184,,
CNL-4,Solyc09g018220,,,,,,,,,,,,,,,,,,,,,,,,,,,58949860,58908575,58872500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58301211,0,58280616,58288804,58270814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42773378,13398489,48634547,47661752,,42780405,48644918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12361724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58369395,,
CNL-4,Solyc09g092290,,,,,,,,,,,,,,,,,,,,,,,,,,,669244,627959,591884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20595,58280616,0,8188,9802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15507238,71679105,9646069,10618864,,15500211,9635698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70642340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88779,,
CNL-4,Solyc09g092300,,,,,,,,,,,,,,,,,,,,,,,,,,,661056,619771,583696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12407,58288804,8188,0,17990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15515426,71687293,9654257,10627052,,15508399,9643886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70650528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80591,,
CNL-4,Solyc09g092280,,,,,,,,,,,,,,,,,,,,,,,,,,,679046,637761,601686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30397,58270814,9802,17990,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15497436,71669303,9636267,10609062,,15490409,9625896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70632538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98581,,
CNL-5,Solyc04g026110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17663745,,,,,,,14480942,14484541,14504541,,,,,,,,,,,,,,,,,,,,,,,,0,1980061,,16168210,16110263,16181815,15782265,15794738,16087778,16110249,16176894,16186649,16103843,,,,,,,,,,,,,,,,,,18468634,,,,,,,,18461630,,,,,,,,,,6505633,6511398,,,,,,,,18022737,16970417,16974412,16984227,17012614,17012611,17028652,16962413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45190108,36058800,31246471,14474533,16190887,16192793,,,,,,,,,,,,,,,,,,,,,,,,,18033008,18050235,18081475,18059996,16994531,13434357,,,,,13416940,,,,,,,,,,,,,,,,,2889308,12896448,,,,,,,,,17788745,,,,,,,,35652415,,,
CNL-5,Solyc04g025820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19643806,,,,,,,16461003,16464602,16484602,,,,,,,,,,,,,,,,,,,,,,,,1980061,0,,18148271,18090324,18161876,17762326,17774799,18067839,18090310,18156955,18166710,18083904,,,,,,,,,,,,,,,,,,20448695,,,,,,,,20441691,,,,,,,,,,8485694,8491459,,,,,,,,20002798,18950478,18954473,18964288,18992675,18992672,19008713,18942474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43210047,34078739,29266410,16454594,18170948,18172854,,,,,,,,,,,,,,,,,,,,,,,,,20013069,20030296,20061536,20040057,18974592,15414418,,,,,15397001,,,,,,,,,,,,,,,,,909247,14876509,,,,,,,,,19768806,,,,,,,,33672354,,,
CNL-5,Solyc07g039440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43353502,,,,,,,,,,,12592318,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13965002,,,,,,,,,13976574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18391958,,,,,10379022,43344984,,,,,,,,,,,,,,,46962596,,,,,,,,,,15972920,16130342,,13757780,13775684,13786889,,,,,,,,,,,,,,,,,,,,,,,,
CNL-5,Solyc04g009150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1495535,,,,,,,1687268,1683669,1663669,,,,,,,,,,,,,,,,,,,,,,,,16168210,18148271,,0,57947,13605,385945,373472,80432,57961,8684,18439,64367,,,,,,,,,,,,,,,,,,2300424,,,,,,,,2293420,,,,,,,,,,9662577,9656812,,,,,,,,1854527,802207,806202,816017,844404,844401,860442,794203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61358318,52227010,47414681,1693677,22677,24583,,,,,,,,,,,,,,,,,,,,,,,,,1864798,1882025,1913265,1891786,826321,2733853,,,,,2751270,,,,,,,,,,,,,,,,,19057518,3271762,,,,,,,,,1620535,,,,,,,,51820625,,,
CNL-5,Solyc04g009240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1553482,,,,,,,1629321,1625722,1605722,,,,,,,,,,,,,,,,,,,,,,,,16110263,18090324,,57947,0,71552,327998,315525,22485,14,66631,76386,6420,,,,,,,,,,,,,,,,,,2358371,,,,,,,,2351367,,,,,,,,,,9604630,9598865,,,,,,,,1912474,860154,864149,873964,902351,902348,918389,852150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61300371,52169063,47356734,1635730,80624,82530,,,,,,,,,,,,,,,,,,,,,,,,,1922745,1939972,1971212,1949733,884268,2675906,,,,,2693323,,,,,,,,,,,,,,,,,18999571,3213815,,,,,,,,,1678482,,,,,,,,51762678,,,
CNL-5,Solyc04g009120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1481930,,,,,,,1700873,1697274,1677274,,,,,,,,,,,,,,,,,,,,,,,,16181815,18161876,,13605,71552,0,399550,387077,94037,71566,4921,4834,77972,,,,,,,,,,,,,,,,,,2286819,,,,,,,,2279815,,,,,,,,,,9676182,9670417,,,,,,,,1840922,788602,792597,802412,830799,830796,846837,780598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61371923,52240615,47428286,1707282,9072,10978,,,,,,,,,,,,,,,,,,,,,,,,,1851193,1868420,1899660,1878181,812716,2747458,,,,,2764875,,,,,,,,,,,,,,,,,19071123,3285367,,,,,,,,,1606930,,,,,,,,51834230,,,
CNL-5,Solyc04g009690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1881480,,,,,,,1301323,1297724,1277724,,,,,,,,,,,,,,,,,,,,,,,,15782265,17762326,,385945,327998,399550,0,12473,305513,327984,394629,404384,321578,,,,,,,,,,,,,,,,,,2686369,,,,,,,,2679365,,,,,,,,,,9276632,9270867,,,,,,,,2240472,1188152,1192147,1201962,1230349,1230346,1246387,1180148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60972373,51841065,47028736,1307732,408622,410528,,,,,,,,,,,,,,,,,,,,,,,,,2250743,2267970,2299210,2277731,1212266,2347908,,,,,2365325,,,,,,,,,,,,,,,,,18671573,2885817,,,,,,,,,2006480,,,,,,,,51434680,,,
CNL-5,Solyc04g009660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1869007,,,,,,,1313796,1310197,1290197,,,,,,,,,,,,,,,,,,,,,,,,15794738,17774799,,373472,315525,387077,12473,0,293040,315511,382156,391911,309105,,,,,,,,,,,,,,,,,,2673896,,,,,,,,2666892,,,,,,,,,,9289105,9283340,,,,,,,,2227999,1175679,1179674,1189489,1217876,1217873,1233914,1167675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60984846,51853538,47041209,1320205,396149,398055,,,,,,,,,,,,,,,,,,,,,,,,,2238270,2255497,2286737,2265258,1199793,2360381,,,,,2377798,,,,,,,,,,,,,,,,,18684046,2898290,,,,,,,,,1994007,,,,,,,,51447153,,,
CNL-5,Solyc04g009290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1575967,,,,,,,1606836,1603237,1583237,,,,,,,,,,,,,,,,,,,,,,,,16087778,18067839,,80432,22485,94037,305513,293040,0,22471,89116,98871,16065,,,,,,,,,,,,,,,,,,2380856,,,,,,,,2373852,,,,,,,,,,9582145,9576380,,,,,,,,1934959,882639,886634,896449,924836,924833,940874,874635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61277886,52146578,47334249,1613245,103109,105015,,,,,,,,,,,,,,,,,,,,,,,,,1945230,1962457,1993697,1972218,906753,2653421,,,,,2670838,,,,,,,,,,,,,,,,,18977086,3191330,,,,,,,,,1700967,,,,,,,,51740193,,,
CNL-5,Solyc04g009260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1553496,,,,,,,1629307,1625708,1605708,,,,,,,,,,,,,,,,,,,,,,,,16110249,18090310,,57961,14,71566,327984,315511,22471,0,66645,76400,6406,,,,,,,,,,,,,,,,,,2358385,,,,,,,,2351381,,,,,,,,,,9604616,9598851,,,,,,,,1912488,860168,864163,873978,902365,902362,918403,852164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61300357,52169049,47356720,1635716,80638,82544,,,,,,,,,,,,,,,,,,,,,,,,,1922759,1939986,1971226,1949747,884282,2675892,,,,,2693309,,,,,,,,,,,,,,,,,18999557,3213801,,,,,,,,,1678496,,,,,,,,51762664,,,
CNL-5,Solyc04g009130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1486851,,,,,,,1695952,1692353,1672353,,,,,,,,,,,,,,,,,,,,,,,,16176894,18156955,,8684,66631,4921,394629,382156,89116,66645,0,9755,73051,,,,,,,,,,,,,,,,,,2291740,,,,,,,,2284736,,,,,,,,,,9671261,9665496,,,,,,,,1845843,793523,797518,807333,835720,835717,851758,785519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61367002,52235694,47423365,1702361,13993,15899,,,,,,,,,,,,,,,,,,,,,,,,,1856114,1873341,1904581,1883102,817637,2742537,,,,,2759954,,,,,,,,,,,,,,,,,19066202,3280446,,,,,,,,,1611851,,,,,,,,51829309,,,
CNL-5,Solyc04g009110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1477096,,,,,,,1705707,1702108,1682108,,,,,,,,,,,,,,,,,,,,,,,,16186649,18166710,,18439,76386,4834,404384,391911,98871,76400,9755,0,82806,,,,,,,,,,,,,,,,,,2281985,,,,,,,,2274981,,,,,,,,,,9681016,9675251,,,,,,,,1836088,783768,787763,797578,825965,825962,842003,775764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61376757,52245449,47433120,1712116,4238,6144,,,,,,,,,,,,,,,,,,,,,,,,,1846359,1863586,1894826,1873347,807882,2752292,,,,,2769709,,,,,,,,,,,,,,,,,19075957,3290201,,,,,,,,,1602096,,,,,,,,51839064,,,
CNL-5,Solyc04g009250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1559902,,,,,,,1622901,1619302,1599302,,,,,,,,,,,,,,,,,,,,,,,,16103843,18083904,,64367,6420,77972,321578,309105,16065,6406,73051,82806,0,,,,,,,,,,,,,,,,,,2364791,,,,,,,,2357787,,,,,,,,,,9598210,9592445,,,,,,,,1918894,866574,870569,880384,908771,908768,924809,858570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61293951,52162643,47350314,1629310,87044,88950,,,,,,,,,,,,,,,,,,,,,,,,,1929165,1946392,1977632,1956153,890688,2669486,,,,,2686903,,,,,,,,,,,,,,,,,18993151,3207395,,,,,,,,,1684902,,,,,,,,51756258,,,
CNL-6,Solyc08g076000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7400,296642,285903,,,,58022028,,,,,,,,,,,,,,,,,,,,,58352821,56717207,,,,,59858436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3700688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1702771,,,,59808445,,,,,59804439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CNL-6,Solyc08g075980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7400,0,289242,278503,,,,58014628,,,,,,,,,,,,,,,,,,,,,58345421,56709807,,,,,59851036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3693288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1695371,,,,59801045,,,,,59797039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CNL-6,Solyc08g075630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,296642,289242,0,10739,,,,57725386,,,,,,,,,,,,,,,,,,,,,58056179,56420565,,,,,59561794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3404046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1406129,,,,59511803,,,,,59507797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CNL-6,Solyc08g075640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,285903,278503,10739,0,,,,57736125,,,,,,,,,,,,,,,,,,,,,58066918,56431304,,,,,59572533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3414785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1416868,,,,59522542,,,,,59518536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CNL-8,Solyc03g078300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,39793842,,,,,,,,,,,,,,,,5492890,,,,,,50473931,,,,,51299691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27745128,50473931,51283797,,,,,,,,,,,,,,,,,,,,,,,,,,,,51295373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CNL-8,Solyc11g071420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45038159,54013243,54008428,,53957575,53952623,,45040417,,,,,,,,,,,,,,,,,,,,,,,,,0,638192,,371392,,,,,,,,,,,,,,,,,,,53166465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4992475,,21333807,3515218,1792576,628797,373639,322932,18550,48090759,396255,654939,,,,,3517098,,,,,,,,21278866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1320025,,,,,,,,,,,,,,,,,,,,,,,,,51032841,50804629,,,,5890294,,,51024049,
CNL-8,Solyc11g069620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44399967,53375051,53370236,,53319383,53314431,,44402225,,,,,,,,,,,,,,,,,,,,,,,,,638192,0,,266800,,,,,,,,,,,,,,,,,,,52528273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4354283,,20695615,2877026,1154384,9395,264553,315260,619642,47452567,1034447,1293131,,,,,2878906,,,,,,,,20640674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,681833,,,,,,,,,,,,,,,,,,,,,,,,,50394649,50166437,,,,5252102,,,50385857,
CNL-8,Solyc08g007630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58022028,58014628,57725386,57736125,,,,0,,,,,,,,,,,,,,,,,,,,,330793,1304821,,,,,1836408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54321340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56319257,,,,1786417,,,,,1782411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CNL-8,Solyc11g069925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44666767,53641851,53637036,,53586183,53581231,,44669025,,,,,,,,,,,,,,,,,,,,,,,,,371392,266800,,0,,,,,,,,,,,,,,,,,,,52795073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4621083,,20962415,3143826,1421184,257405,2247,48460,352842,47719367,767647,1026331,,,,,3145706,,,,,,,,20907474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,948633,,,,,,,,,,,,,,,,,,,,,,,,,50661449,50433237,,,,5518902,,,50652657,
CNL-RPW8,Solyc10g055080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8483055,1058270,,,,,,,,,,,,4896316,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,3251926,115510,77058,,48536,,,,,,,,,30453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9225852,8721061,1992897,,,146648,177395,4658803,,,51305557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53940870,,15762973,,,,,,,,,,53936188,,,,53929546,,,,,,,,,,,,,,,,,,,,51426657,,,,,,,,,,,,,,,,
CNL-RPW8,Solyc03g046207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39793842,,,,,,0,,,,,,,,,,,,,,,,45286732,,,,,,10680089,,,,,11505849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12048714,10680089,11489955,,,,,,,,,,,,,,,,,,,,,,,,,,,,11501531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CNL-RPW8,Solyc10g076440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5231129,4310196,,,,,,,,,,,,8148242,,,,,,,,,,,,,,,,,,,,,,,,,,,,3251926,,0,3136416,3174868,,3203390,,,,,,,,,3282379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5973926,5469135,1259029,,,3398574,3429321,7910729,,,54557483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57192796,,19014899,,,,,,,,,,57188114,,,,57181472,,,,,,,,,,,,,,,,,,,,54678583,,,,,,,,,,,,,,,,
